"[1, 7, 9, 11, 3, 13, 4, 6, 15, 8, 2, 14, 10, 5, 12, 1]",384,73269,7.34375,8.036655902862549
"[1, 11, 9, 3, 6, 14, 15, 7, 13, 2, 4, 8, 10, 5, 12, 1]",329,149508,13.96875,15.777106761932373
"[1, 6, 2, 3, 14, 5, 10, 15, 13, 4, 9, 11, 8, 7, 12, 1]",356,26364,2.65625,2.948316812515259
"[1, 11, 13, 10, 9, 2, 6, 4, 15, 7, 3, 5, 8, 12, 14, 1]",294,5499,0.5625,0.6474089622497559
"[1, 2, 9, 15, 13, 11, 8, 5, 12, 6, 7, 4, 3, 14, 10, 1]",283,2242,0.25,0.2919323444366455
"[1, 3, 9, 11, 15, 8, 2, 5, 13, 7, 10, 4, 6, 14, 12, 1]",343,2718,0.28125,0.34505367279052734
"[1, 6, 2, 12, 4, 9, 13, 8, 5, 3, 10, 11, 7, 14, 15, 1]",283,4433,0.359375,0.4301266670227051
"[1, 3, 10, 14, 7, 11, 13, 4, 12, 9, 2, 8, 15, 6, 5, 1]",322,13568,1.328125,1.5308115482330322
"[1, 4, 6, 14, 5, 9, 2, 13, 7, 15, 12, 8, 3, 11, 10, 1]",239,2071,0.21875,0.2805027961730957
"[1, 5, 4, 6, 2, 3, 15, 9, 11, 10, 12, 13, 7, 14, 8, 1]",350,17169,1.640625,1.8152151107788086
"[1, 11, 8, 2, 12, 7, 13, 4, 15, 10, 6, 3, 9, 5, 14, 1]",314,1642,0.171875,0.20641565322875977
"[1, 5, 11, 14, 15, 8, 7, 9, 12, 4, 13, 10, 3, 2, 6, 1]",289,2673,0.25,0.29627203941345215
"[1, 4, 13, 2, 6, 10, 5, 12, 3, 14, 7, 11, 9, 15, 8, 1]",359,3788,0.484375,0.515082836151123
"[1, 4, 5, 2, 11, 9, 15, 10, 12, 6, 7, 3, 8, 14, 13, 1]",366,16052,1.71875,1.8442487716674805
"[1, 5, 6, 2, 4, 14, 13, 12, 10, 3, 8, 9, 7, 11, 15, 1]",342,56168,5.265625,5.7595367431640625
"[1, 10, 8, 14, 2, 11, 9, 12, 3, 4, 15, 5, 7, 6, 13, 1]",289,100696,7.25,8.019421577453613
"[1, 8, 14, 12, 9, 7, 10, 6, 3, 11, 4, 2, 15, 5, 13, 1]",301,11490,1.109375,1.1334466934204102
"[1, 4, 10, 8, 11, 12, 14, 15, 3, 13, 2, 6, 5, 9, 7, 1]",333,7620,0.703125,0.8618531227111816
"[1, 3, 7, 9, 11, 15, 8, 5, 14, 13, 2, 4, 10, 6, 12, 1]",312,7782,0.96875,1.0425441265106201
"[1, 8, 2, 5, 14, 9, 3, 4, 7, 15, 13, 12, 10, 6, 11, 1]",349,3060,0.359375,0.3969700336456299
"[1, 6, 9, 12, 10, 14, 4, 15, 2, 11, 13, 3, 5, 7, 8, 1]",289,2107,0.1875,0.27321910858154297
"[1, 5, 14, 11, 9, 4, 2, 10, 3, 15, 6, 13, 12, 8, 7, 1]",314,17740,1.65625,1.9097042083740234
"[1, 3, 7, 13, 12, 10, 11, 15, 4, 9, 8, 2, 6, 14, 5, 1]",324,3145,0.390625,0.47304844856262207
"[1, 2, 6, 5, 10, 9, 15, 8, 11, 14, 7, 4, 13, 12, 3, 1]",334,4085,0.5,0.5982120037078857
"[1, 10, 14, 5, 9, 13, 6, 4, 3, 15, 11, 2, 7, 8, 12, 1]",337,15238,1.4375,1.606607437133789
"[1, 11, 10, 3, 6, 9, 14, 13, 4, 8, 2, 5, 12, 7, 15, 1]",418,35602,3.328125,3.5470521450042725
"[1, 8, 13, 6, 14, 5, 2, 7, 9, 10, 3, 11, 4, 15, 12, 1]",338,11044,1.1875,1.313591480255127
"[1, 5, 14, 13, 9, 4, 10, 6, 15, 2, 7, 12, 8, 3, 11, 1]",286,79691,5.171875,5.57951021194458
"[1, 8, 10, 12, 5, 11, 3, 15, 7, 2, 4, 6, 9, 14, 13, 1]",300,68679,6.421875,7.031081914901733
"[1, 9, 12, 15, 7, 3, 14, 5, 4, 11, 2, 8, 6, 10, 13, 1]",298,6853,0.796875,0.827862024307251
